product_id,manufacturer,department,brand,commodity_desc,sub_commodity_desc,curr_size_of_product,beverage_category
8067512,1128,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,507 OZ,Carbonated Soft Drinks
8068685,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,67.6OZ,Carbonated Soft Drinks
8068898,2224,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
8069374,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12OZ,Carbonated Soft Drinks
8069877,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,144OZ/12PK,Carbonated Soft Drinks
8070036,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ CAN,Carbonated Soft Drinks
8070045,1208,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
8085987,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ/12PK,Carbonated Soft Drinks
8089343,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (50% AND U,64 OZ,Juice
8089344,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8089598,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2LITER,Carbonated Soft Drinks
8089800,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ CAN,Carbonated Soft Drinks
8090508,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090509,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090512,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090513,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090519,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090521,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090532,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090533,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090536,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090537,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090539,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090540,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8090541,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090542,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090545,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8090546,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8090547,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8090549,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 PK,Carbonated Soft Drinks
8090550,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
8090552,1225,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,10 CT,Other Beverages
8090556,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ/12PK,Carbonated Soft Drinks
8090558,1225,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,10 CT,Other Beverages
8090560,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090565,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8090570,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,.5 LTR,Carbonated Soft Drinks
8090600,103,GROCERY,National,SOFT DRINKS,TEA SWEETENED,12PK/12 OZ,Carbonated Soft Drinks
8090602,1551,NUTRITION,National,BEVERAGE,CAN/BTL BEVERAGE,6/12 OZ,Other Beverages
8090610,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12PK/12 OZ,Carbonated Soft Drinks
8090612,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK,Carbonated Soft Drinks
8090613,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12 OZ,Carbonated Soft Drinks
8090653,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8090659,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,,Carbonated Soft Drinks
8090664,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 PK,Carbonated Soft Drinks
8090793,5972,NUTRITION,National,WATER,FORTIFIED/ENERGY WATER,6PK/750 ML,Water
8090956,103,GROCERY,National,SOFT DRINKS,TEA CAN WITH SWEETENER/SUGAR,12PK/12 OZ,Carbonated Soft Drinks
8090979,5497,NUTRITION,National,BEVERAGE,MISC,32 OZ,Other Beverages
8091007,103,GROCERY,National,SOFT DRINKS,JUICE (UNDER 10% JUICE),12 OZ,Carbonated Soft Drinks
8091108,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12OZ,Carbonated Soft Drinks
8091493,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,16.9 OZ,Carbonated Soft Drinks
8091562,5764,NUTRITION,National,BEVERAGE,ASEPTIC MILK,18/8 OZ,Other Beverages
8093875,1208,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
8094575,6110,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
8118116,69,GROCERY,Private,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
8118500,531,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,33.84 OZ,Juice
8118533,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,60 OZ,Juice
8118702,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),64 OZ,Juice
8118707,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,60 OZ,Juice
8118709,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8118726,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8118758,1225,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,10 CT,Other Beverages
8118768,612,GROCERY,National,CANNED JUICES,GRAPEFRUIT JUICE (50% AND UNDE,64 OZ,Juice
8118959,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (50%,64 OZ,Juice
8118968,1046,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
8118998,69,GROCERY,Private,CANNED JUICES,BLENDED JUICE&COMBINATIONS (UN,128 OZ,Juice
8118999,69,GROCERY,Private,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
8119000,69,GROCERY,Private,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
8119122,612,GROCERY,National,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,48 OZ,Juice
8119123,612,GROCERY,National,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8119124,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,60 OZ,Juice
8119128,69,GROCERY,Private,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
8119129,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (50% AND U,64 OZ,Juice
8119134,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),64 OZ,Juice
8119135,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,64 OZ,Juice
8119253,69,GROCERY,Private,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
8119301,69,GROCERY,Private,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,46 OZ,Juice
8119303,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (50% AND U,64 OZ,Juice
8120860,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,60 OZ,Juice
8121788,69,GROCERY,Private,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
8122395,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ CAN,Carbonated Soft Drinks
8124117,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8124122,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8124123,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8124126,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8124131,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8124158,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12 OZ,Carbonated Soft Drinks
8124400,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8124589,69,GROCERY,Private,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,46 OZ,Juice
8124699,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
8126623,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,64 OZ,Juice
8152732,2292,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,12PK/300OZ,Carbonated Soft Drinks
8155428,2370,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,20 OZ,Carbonated Soft Drinks
8155825,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
8155914,1110,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.25 OZ,Coffee
8156045,1730,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,11 OZ,Coffee
8156649,1110,GROCERY,National,COFFEE,GROUND COFFEE,1.25 OZ,Coffee
8156898,1969,GROCERY,National,COFFEE,GROUND COFFEE,,Coffee
8156936,2155,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
8157147,2599,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,375    ML,Coffee
8157750,1551,NUTRITION,National,NON-DAIRY BEVERAGES,DRINKS - CARB JUICE (OVER 50%,11.5 OZ,Other Beverages
8158883,1730,GROCERY,National,COFFEE,GROUND COFFEE,11 OZ,Coffee
8159071,753,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
8159332,928,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
8159335,928,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
8159410,414,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
8159461,928,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
8159836,928,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
8160020,1535,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
8160358,2738,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,COFFEE GROUND,1.75 OZ,Tea
8162228,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,.5 LTR,Carbonated Soft Drinks
8176253,436,GROCERY,National,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,.5LTR/4PK,Carbonated Soft Drinks
8177622,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12OZ CAN,Carbonated Soft Drinks
8178310,5497,NUTRITION,National,BEVERAGE,MISC,32 OZ,Other Beverages
8180690,1005,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,96 OZ,Juice
8181048,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,6PK/8OZ,Carbonated Soft Drinks
8181183,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
8181477,1208,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
8182462,1551,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
8203449,5423,NUTRITION,National,JUICE,JUICE,450 ML,Juice
8203451,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2LITER,Carbonated Soft Drinks
8203946,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
8204243,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,10 OZ,Coffee
8204445,450,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
8205137,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,10 OZ,Coffee
8205577,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,6PK/8OZ,Carbonated Soft Drinks
8205672,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
8205673,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
8249213,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUICE 50-100% JUIC,16 OUNCE,Other Beverages
8249533,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUICE 50-100% JUIC,24 OZ,Other Beverages
8276615,612,GROCERY,National,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,48 OZ,Juice
8280449,69,GROCERY,Private,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
8288400,436,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
8290589,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,60 OZ,Juice
8292753,5423,GROCERY,National,COFFEE,GROUND DECAFFINATED,13 OZ,Coffee
8292758,5423,GROCERY,National,COFFEE,GROUND COFFEE,39 OZ,Coffee
8292899,1551,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
8293253,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUICE 50-100% JUIC,16 OUNCE,Other Beverages
8357825,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,288 OZ,Carbonated Soft Drinks
8358386,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,288 OZ,Carbonated Soft Drinks
8359154,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,144 OZ,Carbonated Soft Drinks
8360531,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,144 OZ,Carbonated Soft Drinks
9188792,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML,Carbonated Soft Drinks
9189640,1656,NUTRITION,National,JUICE,JUICE,450ML,Juice
9189804,1656,NUTRITION,National,JUICE,JUICE,,Juice
9194038,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
9212025,1988,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,750 ML,Juice
9213586,103,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,9.5 OZ,Coffee
9220882,1046,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,,Juice
9222046,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,12 OZ,Coffee
9242082,456,GROCERY,National,COFFEE,INSTANT DECAFFINATED,4 OZ,Coffee
9244977,2557,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,,Juice
9245164,5645,NUTRITION,National,JUICE,NON-CARB JCE (UNDER 50%JCE),15 OZ,Juice
9250305,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,,Carbonated Soft Drinks
9251136,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,,Carbonated Soft Drinks
9266309,128,GROCERY,National,COFFEE,GROUND COFFEE,12 OZ,Coffee
9266784,1046,GROCERY,National,COFFEE,GROUND COFFEE,48 OZ,Coffee
9270283,6110,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
9270493,1551,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
9275956,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,,Carbonated Soft Drinks
9294906,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9295824,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
9295951,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
9296804,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9296851,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
9297056,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9297062,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,59 OZ,Juice
9297085,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
9297125,1078,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9297372,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,64 OZ,Juice
9297388,1078,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9297505,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,6 OZ,Juice
9297564,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
9297574,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,59 OZ,Juice
9297602,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9297613,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,6 OZ,Juice
9297615,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
9297719,103,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,9.5 OZ,Coffee
9298320,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,64 OZ,Juice
9298539,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
9299962,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,64 OZ,Juice
9300081,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,59 OZ,Juice
9301278,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,59 OZ,Juice
9301583,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,59 OZ,Juice
9301718,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,64 OZ,Juice
9302594,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
9305404,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,,Juice
9336750,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
9337983,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,72 OZ,Carbonated Soft Drinks
9362573,1208,GROCERY,National,SOFT DRINKS,ENERGY DRINK,16 OZ,Carbonated Soft Drinks
9365504,103,GROCERY,National,SOFT DRINKS,SFT DRNK MISC BTL (ANY BTL NOT,.5 LTR/8PK,Carbonated Soft Drinks
9365623,103,GROCERY,National,SOFT DRINKS,SFT DRNK MISC BTL (ANY BTL NOT,135.2 OZ,Carbonated Soft Drinks
9392700,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
9396664,2224,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
9396673,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
9396680,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
9396705,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
9396770,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LITER,Carbonated Soft Drinks
9396821,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
9396822,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
9396824,2224,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20OZ,Carbonated Soft Drinks
9398198,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
9400812,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE OTH,,Juice
9402283,103,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
9418443,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML,Carbonated Soft Drinks
9419422,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,160 OZ,Energy/Sports Drinks
9419585,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML,Carbonated Soft Drinks
9419648,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML,Carbonated Soft Drinks
9419849,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ,Energy/Sports Drinks
9419851,1276,GROCERY,National,ISOTONIC DRINKS,NON-CARB FLVRD DRNKNG/MNRL WAT,96 OZ,Energy/Sports Drinks
9419852,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,34 OZ,Energy/Sports Drinks
9419924,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,72 OZ,Energy/Sports Drinks
9420047,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,34 OZ,Energy/Sports Drinks
9420126,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,34 OZ,Energy/Sports Drinks
9420159,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ,Energy/Sports Drinks
9420286,2347,GROCERY,National,SOFT DRINKS,JUICE (100% JUICE),18.5 OZ,Carbonated Soft Drinks
9420320,2347,NUTRITION,National,JUICE,JUICE (100% JUICE),18 OZ,Juice
9420334,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,160 OZ,Energy/Sports Drinks
9420335,1276,GROCERY,National,ISOTONIC DRINKS,NON-CARB FLVRD DRNKNG/MNRL WAT,96 OZ,Energy/Sports Drinks
9420336,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
9421902,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
9421990,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
9422651,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
9422820,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
9424247,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
